response_id,responded_at,email,first_name,last_name,nickname,date_of_birth,university,graduation_class,hometown,majors,scheduling,interests,interest_adventure,interest_arts,interest_business,interest_public,interest_stem,personal_computer,operating_system,operating_system_usage_windows,operating_system_usage_mac,operating_system_usage_ios,operating_system_usage_android,website_experience,meetup_comfort
71,2015-09-08 10:39:33 -0400,rolfson_domenica@yahoo.com,Domenica,Rolfson,,1998,North Hodkiewicz College,Graduate,"East Abdullah, United Arab Emirates",Information Systems,conflict_after,Ipsa eum quidem cupiditate perspiciatis. Quis veniam voluptatem. Saepe nesciunt animi labore. Pariatur officia aut commodi amet aut quia voluptas.,0,1,0,0,0,1,Windows OS,1,1,1,1,1,Sounds scary
72,2015-09-04 15:47:51 -0400,adams.bonnie@hotmail.com,Bonnie,Adams,,2000,North Baumbach Institute,Sophomore,"Maxinestad, Bangladesh",Finance,conflict_before,Quia molestiae est quo adipisci. Id atque libero delectus ea vitae sed perspiciatis. Numquam ut ipsa ad. Dolores iure quis pariatur omnis occaecati incidunt.,0,1,1,0,0,1,Windows OS,1,1,0,1,1,Sounds fine
73,2015-09-07 09:12:10 -0400,stanton_dena@gmail.com,Dena,Stanton,,1997,Southern Kreiger College,Freshman,"Weimannland, Ethiopia",Engineering,,Sequi in quam quas dolores rerum sit ea. Magni numquam sit delectus dolor ratione. Pariatur aut est velit deleniti nihil vel quos. Id quasi voluptatem et quidem soluta temporibus.,1,1,0,0,1,1,Windows OS,0,1,0,1,1,Sounds fine
74,2015-09-07 23:03:34 -0400,kautzer_casimer@hotmail.com,Casimer,Kautzer,,1997,Southern Durgan,Senior,"East Bartonville, Algeria",Engineering,,Et dicta dolore. Aut quisquam vel eveniet eos. Et harum illo. Aut distinctio quo.,1,1,1,0,0,1,Windows OS,1,1,1,1,0,Sounds scary
75,2015-09-04 09:45:06 -0400,arnulfo.pfeffer@hotmail.com,Arnulfo,Pfeffer,,2000,Thompson College,Sophomore,"North Fredabury, Spain",Information Systems,,Ipsum rerum ipsam eum aliquid. Maiores et fuga. Nihil enim doloribus.,1,0,0,0,0,1,Mac OS,0,0,1,1,1,Sounds scary
76,2015-09-08 19:53:15 -0400,weimann.lilyan@gmail.com,Lilyan,Weimann,,1998,Gleichner Academy,Senior,"Pfannerstillfurt, Bouvet Island (Bouvetoya)",Finance,,Est non ipsam et sit. Possimus eum laborum dolor corporis labore. Quia et in natus consequatur. Tempore ex voluptates quae. Quia fugiat in autem vitae.,1,1,0,0,1,1,Mac OS,1,0,0,0,1,Sounds scary
77,2015-08-31 18:06:54 -0400,madilyn_vonrueden@yahoo.com,Madilyn,VonRueden,,1997,Southern Ondricka College,Freshman,"Nolanburgh, Haiti",Information Systems,,Voluptas in est sint omnis. Modi dolorum mollitia et tenetur officiis accusantium qui. Voluptate perspiciatis et et at eaque.,1,0,0,1,0,1,Windows OS,1,1,0,1,0,Sounds scary
78,2015-09-06 14:34:36 -0400,clarissa.waelchi@yahoo.com,Clarissa,Waelchi,,2000,Hahn University,Junior,"West Allan, Togo",Engineering,,Labore id consequatur pariatur. Occaecati quod deserunt culpa aut. Id ut sit labore facilis. Quo et quis error sint aut et.,1,1,0,0,0,1,Mac OS,1,1,0,1,1,Sounds scary
79,2015-09-05 13:10:23 -0400,douglas.garrison@gmail.com,Garrison,Douglas,,2000,Stiedemann Academy,Junior,"Pollyside, Nepal",Information Systems,,Est fugiat animi cum cumque. A perspiciatis atque voluptas. Soluta dolor est iure. Dolorem corporis est laudantium. Ea et consequatur aliquam molestiae id in.,1,0,0,0,0,1,Windows OS,1,1,0,1,1,Sounds fine
80,2015-09-08 11:38:52 -0400,deckow_marcos@yahoo.com,Marcos,Deckow,Konklab,1997,Western Morar Academy,Freshman,"South Keara, Saint Lucia",Other,,Architecto quidem vel. Voluptatem et placeat perspiciatis deserunt. Iusto quasi commodi. Tempore explicabo ipsum. Ea deserunt dicta.,1,1,0,1,0,1,Mac OS,1,0,0,1,1,Sounds scary
81,2015-09-07 12:57:03 -0400,millie_herzog@hotmail.com,Millie,Herzog,Flexidy,1997,Kshlerin College,Sophomore,"Murphyport, Morocco",Information Systems,,Aut adipisci incidunt. Iusto voluptatem et. Voluptatem autem ut omnis. Sunt vel ab ipsum unde.,1,1,1,0,0,1,Windows OS,0,1,0,0,1,Sounds fine
82,2015-09-08 08:07:48 -0400,bobbie.kuphal@gmail.com,Bobbie,Kuphal,,1997,South Muller College,Senior,"West Johnnie, Belize",Finance,,Aperiam fugiat ab deleniti illum. Mollitia numquam velit in quas. Cupiditate ea eum rerum voluptatem vero aspernatur.,1,0,0,0,0,1,Windows OS,1,1,0,1,1,Sounds fine
83,2015-09-06 18:46:43 -0400,doyle_elva@gmail.com,Elva,Doyle,,2000,Terry Academy,Alumni,"Lake Rickiechester, Gibraltar",Engineering,,Autem officiis autem qui consequuntur et ut. Nihil hic nisi excepturi doloremque. Debitis consequatur at ab ut dolor. Dolorum autem rerum eos occaecati aut dolorem impedit.,0,1,0,0,0,1,Mac OS,1,0,1,0,1,Sounds scary
84,2015-09-04 08:04:32 -0400,hettinger_treva@hotmail.com,Treva,Hettinger,,1999,The Greenfelder University,Senior,"North Kody, Montenegro",Information Systems,,Eos nesciunt nihil error ut nostrum sed. Sint animi vel. Atque facilis dolor optio enim delectus.,0,1,0,1,0,1,Windows OS,1,1,0,0,0,Sounds scary
85,2015-09-06 02:31:41 -0400,brenda_upton@hotmail.com,Brenda,Upton,,1998,West Rowe,Graduate,"East Americaburgh, Mayotte",Engineering,conflict_after,Tempore placeat eligendi. Nihil numquam fugit quas earum repellendus modi. Molestiae dolore autem.,1,1,0,0,0,1,Mac OS,1,1,1,0,0,Sounds fine
86,2015-09-05 00:38:12 -0400,shaina_davis@hotmail.com,Shaina,Davis,,1998,East Gutmann Institute,Freshman,"West Viola, Cuba",Engineering,,Et non voluptas. Culpa vero quia deserunt commodi. Dignissimos dolor nihil atque consequatur sit explicabo dolorem.,1,1,1,0,1,1,Windows OS,1,1,0,0,1,Sounds scary
87,2015-09-03 19:26:37 -0400,crooks.angelina@yahoo.com,Angelina,Crooks,Alpha,2000,Gutmann Academy,Freshman,"Damionchester, Serbia",Marketing,,Sint voluptate commodi quibusdam. Aut ab architecto asperiores accusamus. Suscipit quis praesentium maiores eveniet.,0,1,1,0,0,1,Windows OS,1,1,0,1,1,Sounds fine
88,2015-09-08 03:02:45 -0400,hettinger.aaron@gmail.com,Aaron,Hettinger,Flowdesk,1999,South Indiana University,Freshman,"Klockoside, Chad",Information Systems,,Qui beatae similique eaque et quod harum aut. Ea aut aut veritatis laboriosam. Aut accusamus quia. Eum deserunt non est nihil nam totam eveniet. Aspernatur autem sit tempore odio.,0,0,1,1,1,1,Mac OS,1,0,0,0,1,Sounds scary
89,2015-09-06 10:58:12 -0400,o.eryn.connell@hotmail.com,Eryn,O'Connell,,2000,The Schmeler Institute,Senior,"South Anjaliborough, Ecuador",Information Systems,conflict_before,Tempore omnis omnis veniam. Maiores atque quibusdam quas impedit minus illo sit. Qui molestiae est doloribus blanditiis porro earum at. Et et suscipit saepe non autem. Quas aliquid ut veritatis quia voluptatem qui.,1,0,1,0,1,1,Windows OS,1,0,1,1,1,Sounds scary
90,2015-09-03 09:41:01 -0400,davon_padberg@gmail.com,Davon,Padberg,Greenlam,1997,Western Pouros,Sophomore,"Bernhardtown, Japan",Information Systems,,Maxime qui similique rerum vel dolores. Non autem ad nisi rerum vel. Temporibus ut qui commodi magni voluptatem. Dolorem minus illo architecto.,1,1,0,0,0,1,Mac OS,1,1,0,1,0,Sounds scary
91,2015-08-31 14:17:29 -0400,tyrel_paucek@yahoo.com,Tyrel,Paucek,,1998,Southern Bauch University,Sophomore,"Morarview, British Indian Ocean Territory (Chagos Archipelago)",Information Systems,,Sapiente voluptatum sit. Commodi eligendi iusto nihil ab. Distinctio qui consequuntur dolorem aut soluta officia dolorum. Ipsam voluptatem amet necessitatibus. Aut impedit corrupti sit repudiandae.,0,1,1,0,1,1,Mac OS,0,1,1,1,0,Sounds scary
92,2015-09-04 05:09:35 -0400,gorczany_lester@gmail.com,Lester,Gorczany,,1997,Western O'Connell Academy,Freshman,"South Florenceshire, Saint Barthelemy",Information Systems,,Odio quo maxime nihil vel delectus sed rerum. Nihil vel iure ipsam voluptatum cupiditate. Enim animi velit vel cumque. Occaecati sit exercitationem quidem earum in in velit. Vel doloribus ut vero nesciunt.,0,1,0,1,0,1,Mac OS,1,1,0,1,1,Sounds scary
93,2015-09-03 05:41:42 -0400,ryan_cordie@yahoo.com,Cordie,Ryan,Overhold,1999,The Durgan,Sophomore,"Port Frieda, Kazakhstan",Information Systems,,Quasi corrupti impedit fugiat quibusdam. Voluptatum error vel. Ipsam laborum rerum nihil et iure. Saepe ut in accusamus totam.,0,1,0,1,0,1,Windows OS,1,1,0,0,0,Sounds scary
94,2015-08-31 22:35:13 -0400,abernathy.stone@yahoo.com,Stone,Abernathy,Greenlam,1998,Dare Academy,Senior,"North Alessandroburgh, Panama",Marketing,,A odio excepturi ea pariatur dolor ex officiis. Dolorem ducimus quod provident ut ut voluptatem qui. Dolores eum et repellat id. Debitis voluptate assumenda.,1,1,1,0,0,1,Mac OS,1,0,1,1,0,Sounds scary
95,2015-09-06 02:26:16 -0400,john.stoltenberg@gmail.com,John,Stoltenberg,,2000,Pfannerstill Institute,Freshman,"South Addie, Suriname",Engineering,,Iste ut commodi eaque voluptatem id. Aut modi voluptate non. Blanditiis vel molestias sunt accusamus.,1,1,0,0,1,1,Windows OS,0,0,0,0,1,Sounds scary
96,2015-09-05 03:52:34 -0400,vonrueden_mateo@hotmail.com,Mateo,VonRueden,Y-Solowarm,2000,West Hirthe,Freshman,"Feeneyhaven, Niue",Finance,,Iure aut sit molestiae cum incidunt. Beatae repudiandae sunt accusamus ea. Quae doloribus non dicta similique fuga. Suscipit explicabo eligendi corrupti dolores.,1,1,0,0,0,1,Mac OS,1,1,0,1,1,Sounds fine
97,2015-09-04 05:47:04 -0400,cayla_feil@yahoo.com,Cayla,Feil,,1998,North Wolff University,Sophomore,"Ashtonfurt, Bulgaria",Marketing,,Et tempore accusamus nobis dolorem eius. Laborum et et quidem. Similique et commodi et dolores ratione consectetur maxime. Voluptates saepe consequuntur inventore illo placeat delectus ab. Ea veritatis eos aut laborum.,1,1,1,1,0,1,Windows OS,1,1,1,1,1,Sounds scary
98,2015-09-04 18:24:50 -0400,lance.russel@yahoo.com,Lance,Russel,,1997,The Cassin University,Graduate,"Rudolphmouth, Sudan",Other,conflict_before,Totam fugit sapiente ullam. Neque molestias repellendus assumenda fugit consequatur quibusdam qui. Dolorem cupiditate occaecati et labore doloremque. Ut perspiciatis incidunt voluptatum dolore modi ducimus.,1,1,0,0,0,1,Other,1,1,1,0,0,Sounds fine
99,2015-09-08 12:41:20 -0400,upton_trent@gmail.com,Trent,Upton,,2000,Schumm College,Freshman,"North Fridaberg, Pakistan",Engineering,,Voluptatibus expedita iure quis impedit perferendis et esse. Quae optio harum voluptas illum laudantium et impedit. Autem quas illo at iusto. Est maiores deserunt eos est occaecati et aut. Voluptas nulla eaque modi.,1,1,0,0,0,1,Mac OS,1,1,0,1,1,Sounds scary
